audio_file_path,classId,class
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화07_F_1534751105_61_강원_실내/노인남여_노인대화07_F_1534751105_61_강원_실내_07788.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화07_F_1534751105_61_강원_실내/노인남여_노인대화07_F_1534751105_61_강원_실내_08071.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화07_M_1535340228_65_강원_실내/노인남여_노인대화07_M_1535340228_65_강원_실내_07482.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화07_M_1535340228_65_강원_실내/노인남여_노인대화07_M_1535340228_65_강원_실내_07539.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화07_F_1534648814_70_충청_실내/노인남여_노인대화07_F_1534648814_70_충청_실내_07750.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화07_F_1534648814_70_충청_실내/노인남여_노인대화07_F_1534648814_70_충청_실내_P00387.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화07_M_1520916170_75_수도권_실내/노인남여_노인대화07_M_1520916170_75_수도권_실내_07945.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화07_M_1520916170_75_수도권_실내/노인남여_노인대화07_M_1520916170_75_수도권_실내_08142.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화08_F_1534372059_62_수도권_실내/노인남여_노인대화08_F_1534372059_62_수도권_실내_10245.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화08_F_1534372059_62_수도권_실내/노인남여_노인대화08_F_1534372059_62_수도권_실내_09185.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화07_M_1549396745_68_강원_실내/노인남여_노인대화07_M_1549396745_68_강원_실내_07555.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화08_F_1553551659_65_수도권_실내/노인남여_노인대화08_F_1553551659_65_수도권_실내_09586.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화08_F_1543162911_60_경상_실내/노인남여_노인대화08_F_1543162911_60_경상_실내_09029.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화08_F_1543162911_60_경상_실내/노인남여_노인대화08_F_1543162911_60_경상_실내_10179.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화08_F_1534747171_60_강원_실내/노인남여_노인대화08_F_1534747171_60_강원_실내_09069.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화07_M_1536627157_67_충청_실내/노인남여_노인대화07_M_1536627157_67_충청_실내_08298.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화08_F_1531552733_69_수도권_실내/노인남여_노인대화08_F_1531552733_69_수도권_실내_09642.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화07_M_1536432091_63_강원_실내/노인남여_노인대화07_M_1536432091_63_강원_실내_07900.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화08_F_1537818396_65_경상_실내/노인남여_노인대화08_F_1537818396_65_경상_실내_09924.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화08_F_1527804469_64_강원_실내/노인남여_노인대화08_F_1527804469_64_강원_실내_10161.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화09_F_1533066829_61_수도권_실내/노인남여_노인대화09_F_1533066829_61_수도권_실내_P04100.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화09_F_1533066829_61_수도권_실내/노인남여_노인대화09_F_1533066829_61_수도권_실내_11298.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화08_M_1556428932_62_강원_실내/노인남여_노인대화08_M_1556428932_62_강원_실내_08988.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화08_M_1556428932_62_강원_실내/노인남여_노인대화08_M_1556428932_62_강원_실내_09383.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화08_M_1534784095_61_강원_실내/노인남여_노인대화08_M_1534784095_61_강원_실내_09969.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화08_M_1534784095_61_강원_실내/노인남여_노인대화08_M_1534784095_61_강원_실내_09489.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화08_M_1534784095_61_강원_실내/노인남여_노인대화08_M_1534784095_61_강원_실내_09373.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화08_M_1534784095_61_강원_실내/노인남여_노인대화08_M_1534784095_61_강원_실내_09597.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화08_M_1527975326_60_수도권_실내/노인남여_노인대화08_M_1527975326_60_수도권_실내_09340.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화09_F_1533800599_60_수도권_실내/노인남여_노인대화09_F_1533800599_60_수도권_실내_11229.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화09_F_1533800599_60_수도권_실내/노인남여_노인대화09_F_1533800599_60_수도권_실내_10963.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화09_F_1521502420_62_전라_실내/노인남여_노인대화09_F_1521502420_62_전라_실내_11316.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화08_M_1550026972_66_전라_실내/노인남여_노인대화08_M_1550026972_66_전라_실내_P02112.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화09_F_1533726635_66_강원_실내/노인남여_노인대화09_F_1533726635_66_강원_실내_10413.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화08_M_1527572939_67_강원_실내/노인남여_노인대화08_M_1527572939_67_강원_실내_09882.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화08_M_1527014547_66_경상_실내/노인남여_노인대화08_M_1527014547_66_경상_실내_10009.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화10_M_1536338144_73_전라_실내/노인남여_노인대화10_M_1536338144_73_전라_실내_12064.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화10_M_1536338144_73_전라_실내/노인남여_노인대화10_M_1536338144_73_전라_실내_13185.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화09_F_1548606181-2_68_수도권_실내/노인남여_노인대화09_F_1548606181-2_68_수도권_실내_10849.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화09_F_1555169713_66_기타_실내/노인남여_노인대화09_F_1555169713_66_기타_실내_11222.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화09_F_1555169713_66_기타_실내/노인남여_노인대화09_F_1555169713_66_기타_실내_11183.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화10_F_1533519796_65_강원_실내/노인남여_노인대화10_F_1533519796_65_강원_실내_13181.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화10_F_1539759159_60_수도권_실내/노인남여_노인대화10_F_1539759159_60_수도권_실내_12374.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화09_M_1533453394_68_강원_실내/노인남여_노인대화09_M_1533453394_68_강원_실내_10657.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화10_F_1554374136_69_수도권_실내/노인남여_노인대화10_F_1554374136_69_수도권_실내_12905.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화10_F_1548175788_62_수도권_실내/노인남여_노인대화10_F_1548175788_62_수도권_실내_12184.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화09_M_1554478480_62_수도권_실내/노인남여_노인대화09_M_1554478480_62_수도권_실내_10963.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화09_F_1539759159_60_수도권_실내/노인남여_노인대화09_F_1539759159_60_수도권_실내_P04046.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화09_F_1539759159_60_수도권_실내/노인남여_노인대화09_F_1539759159_60_수도권_실내_10952.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화11_M_1533524697_75_수도권_실내/노인남여_노인대화11_M_1533524697_75_수도권_실내_13322.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화11_M_1533524697_75_수도권_실내/노인남여_노인대화11_M_1533524697_75_수도권_실내_14561.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화11_M_1528847021_83_강원_실내/노인남여_노인대화11_M_1528847021_83_강원_실내_13952.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화11_M_1556428932_62_강원_실내/노인남여_노인대화11_M_1556428932_62_강원_실내_13701.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화10_M_1555180305_67_강원_실내/노인남여_노인대화10_M_1555180305_67_강원_실내_12140.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화11_F_1535495676_64_전라_실내/노인남여_노인대화11_F_1535495676_64_전라_실내_14087.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화11_M_1534449076_64_강원_실내/노인남여_노인대화11_M_1534449076_64_강원_실내_13652.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화11_F_1539719410_60_경상_실내/노인남여_노인대화11_F_1539719410_60_경상_실내_13612.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화11_F_1557125562_66_강원_실내/노인남여_노인대화11_F_1557125562_66_강원_실내_14328.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화11_F_1557125562_66_강원_실내/노인남여_노인대화11_F_1557125562_66_강원_실내_P06069.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화11_M_1529907003_68_강원_실내/노인남여_노인대화11_M_1529907003_68_강원_실내_14251.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화12_F_1527825984_71_충청_실내/노인남여_노인대화12_F_1527825984_71_충청_실내_15106.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화12_F_1527825984_71_충청_실내/노인남여_노인대화12_F_1527825984_71_충청_실내_15880.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화13_F_1535495676_64_전라_실내/노인남여_노인대화13_F_1535495676_64_전라_실내_16493.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화13_F_1555169713_66_기타_실내/노인남여_노인대화13_F_1555169713_66_기타_실내_16755.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화12_F_1535892721_62_전라_실내/노인남여_노인대화12_F_1535892721_62_전라_실내_14850.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화13_F_1533490517_65_수도권_실내/노인남여_노인대화13_F_1533490517_65_수도권_실내_17492.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화13_F_1533490517_65_수도권_실내/노인남여_노인대화13_F_1533490517_65_수도권_실내_17468.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화12_F_1555665160_62_경상_실내/노인남여_노인대화12_F_1555665160_62_경상_실내_15338.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화12_M_1554478480_62_수도권_실내/노인남여_노인대화12_M_1554478480_62_수도권_실내_14838.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화13_F_1544338996_60_수도권_실내/노인남여_노인대화13_F_1544338996_60_수도권_실내_17620.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화12_M_1557401328_68_강원_실내/노인남여_노인대화12_M_1557401328_68_강원_실내_14864.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화12_F_1548606181-2_68_수도권_실내/노인남여_노인대화12_F_1548606181-2_68_수도권_실내_15187.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화12_F_1548606181-2_68_수도권_실내/노인남여_노인대화12_F_1548606181-2_68_수도권_실내_15244.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화12_F_1535560735_66_강원_실내/노인남여_노인대화12_F_1535560735_66_강원_실내_15370.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화12_F_1535560735_66_강원_실내/노인남여_노인대화12_F_1535560735_66_강원_실내_16115.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화14_F_1533473785_65_강원_실내/노인남여_노인대화14_F_1533473785_65_강원_실내_18770.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화14_F_1559711968_66_수도권_실내/노인남여_노인대화14_F_1559711968_66_수도권_실내_18948.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화14_F_1559711968_66_수도권_실내/노인남여_노인대화14_F_1559711968_66_수도권_실내_19200.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화13_M_1533433293_64_강원_실내/노인남여_노인대화13_M_1533433293_64_강원_실내_17576.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화14_F_1534566769_66_충청_실내/노인남여_노인대화14_F_1534566769_66_충청_실내_18964.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화14_F_1555278036_60_수도권_실내/노인남여_노인대화14_F_1555278036_60_수도권_실내_18911.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화13_M_1550112720_67_강원_실내/노인남여_노인대화13_M_1550112720_67_강원_실내_16257.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화13_M_1521481375_64_강원_실내/노인남여_노인대화13_M_1521481375_64_강원_실내_17654.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화14_F_1556291416_70_강원_실내/노인남여_노인대화14_F_1556291416_70_강원_실내_18279.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화13_M_1536456816_68_수도권_실내/노인남여_노인대화13_M_1536456816_68_수도권_실내_17322.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화13_M_1536456816_68_수도권_실내/노인남여_노인대화13_M_1536456816_68_수도권_실내_16884.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화13_M_1536456816_68_수도권_실내/노인남여_노인대화13_M_1536456816_68_수도권_실내_17146.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화14_M_1533433293_64_강원_실내/노인남여_노인대화14_M_1533433293_64_강원_실내_18144.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화14_M_1533433293_64_강원_실내/노인남여_노인대화14_M_1533433293_64_강원_실내_18331.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화15_F_1553551659_65_수도권_실내/노인남여_노인대화15_F_1553551659_65_수도권_실내_19907.wav,2,정상
/content/drive/MyDrive/연세_석사/3학기/기계학습및프로그래밍/코드/real_data/자유대화 음성(노인남녀)/Training/원천데이터/1.AI챗봇/노인남여_노인대화14_M_1550112720_67_강원_실내/노인남여_노인대화14_M_1550112720_67_강원_실내_18684.wav,2,정상
